url,FileSize,NumOfOutLink,ContentType
https://www.c-span.org/congress/bills/bill/?115%2Fhr5068,40 KB,67,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7091,12 KB,67,text/html
https://www.c-span.org/congress/bills/bill/?115%2Fhr5057,41 KB,70,text/html
https://www.c-span.org/video/standalone/?c4697961&noMax&nobookmark,6 KB,5,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7688,12 KB,67,text/html
https://www.c-span.org/video/standalone/?c4696239&noMax&nobookmark,7 KB,5,text/html
https://www.c-span.org/search/?query=american%2Bpresidents%2B2014%2Bvignettes&searchtype=Videos,46 KB,56,text/html
https://www.c-span.org/congress/bills/bill/?115%2Fhr5059,41 KB,69,text/html
https://www.c-span.org/congress/bills/bill/?115%2Fhr5069,40 KB,68,text/html
https://www.c-span.org/video/standalone/?c4697968&noMax&nobookmark,7 KB,5,text/html
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fseriesid%5B%5D%3D5&sort=Newest&tagid%5B%5D=876,35 KB,57,text/html
https://www.c-span.org/video/standalone/?c4712523&noMax&nobookmark,8 KB,5,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7379,12 KB,67,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7573,12 KB,67,text/html
https://www.c-span.org/congress/bills/bill/?115%2Fhr5050,41 KB,70,text/html
https://www.c-span.org/video/standalone/?c4690413&noMax&nobookmark,7 KB,5,text/html
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fall%255B%255D%3DVignettes%26edate%3D12%252F17%252F2014%26sdate%3D12%252F15%252F2014%26searchtype%3DVideos%26show100%26sort%3DMost%252BRecent%252BAiring%26text%3D0,35 KB,57,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7693,12 KB,67,text/html
https://www.c-span.org/congress/bills/bill/?115%2Fhr5060,40 KB,69,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7502,12 KB,67,text/html
https://www.c-span.org/congress/bills/bill/?115%2Fhr5053,40 KB,68,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7690,12 KB,67,text/html
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fsearchtype%3DVideos%26seriesid%255B%255D%3D63%26sort%3DMost%252BRecent%252BAiring,35 KB,57,text/html
https://www.c-span.org/congress/bills/bill/?115%2Fhr5054,40 KB,68,text/html
https://www.c-span.org/search/?query=trump&searchtype=Videos,76 KB,108,text/html
https://www.c-span.org/video/standalone/?c4695898&noMax&nobookmark,7 KB,5,text/html
https://www.c-span.org/congress/bills/bill/?115%2Fhr5055,40 KB,69,text/html
https://www.c-span.org/video/standalone/?c4711979&noMax&nobookmark,8 KB,5,text/html
https://www.c-span.org/congress/bills/bill/?115%2Fhr5056,43 KB,85,text/html
https://www.c-span.org/classroom/document/?4047,12 KB,69,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7498,12 KB,67,text/html
https://www.c-span.org/congress/bills/bill/?115%2Fhr5061,40 KB,69,text/html
https://www.c-span.org/video/standalone/?c4710555&noMax&nobookmark,7 KB,5,text/html
https://www.c-span.org/video/standalone/?c4695566&noMax&nobookmark,8 KB,5,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7524,12 KB,67,text/html
https://www.c-span.org/congress/bills/bill/?115%2Fhr5046,40 KB,68,text/html
https://www.c-span.org/classroom/search/?grade%5B%5D=2,39 KB,107,text/html
https://www.c-span.org/video/standalone/?c4696399&noMax&nobookmark,7 KB,5,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7682,12 KB,67,text/html
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fseries%2F%3FtheContenders,35 KB,56,text/html
https://www.c-span.org/video/standalone/?c4699795&noMax&nobookmark,7 KB,5,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7378,12 KB,67,text/html
https://www.c-span.org/congress/bills/bill/?115%2Fhr5047,41 KB,72,text/html
https://www.c-span.org/video/standalone/?c4690268&noMax&nobookmark,8 KB,5,text/html
https://www.c-span.org/video/standalone/?c4698036&noMax&nobookmark,7 KB,5,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7582,12 KB,67,text/html
https://www.c-span.org/video/standalone/?c4690196&noMax&nobookmark,9 KB,5,text/html
https://www.c-span.org/congress/bills/bill/?115%2Fhr5048,40 KB,69,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fsearch%2F%3Fquery%3DTocqueville%26searchtype%3Dclassroom,12 KB,68,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7574,12 KB,67,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7376,12 KB,67,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F6968,12 KB,67,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7700,12 KB,67,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7619,12 KB,67,text/html
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fseriesid%5B%5D%3D5&sort=Newest&tagid%5B%5D=163,35 KB,57,text/html
https://www.c-span.org/video/standalone/?c4701532&noMax&nobookmark,7 KB,5,text/html
https://www.c-span.org/video/standalone/?c4713423&noMax&nobookmark,9 KB,5,text/html
https://www.c-span.org/classroom/document/?4513,13 KB,73,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fsearch%2F%3Fgrade%255B%255D%3D4,12 KB,68,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7583,12 KB,67,text/html
https://www.c-span.org/video/standalone/?c4682055&noMax&nobookmark,8 KB,5,text/html
https://www.c-span.org/video/standalone/?c4701903&noMax&nobookmark,6 KB,5,text/html
https://www.c-span.org/video/standalone/?c4699851&noMax&nobookmark,7 KB,5,text/html
https://www.c-span.org/classroom/document/?3349,12 KB,68,text/html
https://www.c-span.org/video/standalone/?c4684893&noMax&nobookmark,6 KB,5,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7636,12 KB,67,text/html
https://www.c-span.org/classroom/document/?7718,12 KB,69,text/html
https://www.c-span.org/classroom/document/?2626,12 KB,68,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7515,12 KB,67,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7142,12 KB,67,text/html
https://www.c-span.org/search/?query=donald%2Btrump&searchtype=Videos,73 KB,105,text/html
https://www.c-span.org/video/standalone/?c4696255&noMax&nobookmark,7 KB,5,text/html
https://www.c-span.org/video/standalone/?c4682059&noMax&nobookmark,8 KB,5,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F6965,12 KB,67,text/html
https://www.c-span.org/classroom/document/?5133,13 KB,74,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7634,12 KB,67,text/html
https://www.c-span.org/classroom/document/?2219&editsuccess=1507226647,15 KB,72,text/html
https://www.c-span.org/classroom/document/?3610,12 KB,68,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7144,12 KB,67,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7706,12 KB,67,text/html
https://www.c-span.org/video/standalone/?c4701897&noMax&nobookmark,6 KB,5,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7635,12 KB,67,text/html
https://www.c-span.org/video/standalone/?c4684824&noMax&nobookmark,6 KB,5,text/html
https://www.c-span.org/video/standalone/?c4713916&noMax&nobookmark,7 KB,5,text/html
https://www.c-span.org/video/standalone/?c4701898&noMax&nobookmark,6 KB,5,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7632,12 KB,67,text/html
https://www.c-span.org/video/standalone/?c4701902&noMax&nobookmark,6 KB,5,text/html
https://www.c-span.org/classroom/document/?6444,13 KB,76,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7633,12 KB,67,text/html
https://www.c-span.org/video/standalone/?c4692889&noMax&nobookmark,8 KB,5,text/html
https://www.c-span.org/search/?searchtype=Videos&seriesid%5B%5D=44&sort=Most%2BRecent%2BAiring,67 KB,88,text/html
https://www.c-span.org/classroom/document/?6203,14 KB,75,text/html
https://www.c-span.org/video/standalone/?c4701882&noMax&nobookmark,7 KB,5,text/html
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fseriesid%5B%5D%3D5&sort=Newest&tagid%5B%5D=1281,35 KB,57,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7429,12 KB,67,text/html
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fseries%2F%3FPresidentialLibr,35 KB,56,text/html
https://www.c-span.org/classroom/document/?6322,13 KB,74,text/html
https://www.c-span.org/classroom/document/?7022,13 KB,73,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7543,12 KB,67,text/html
https://www.c-span.org/classroom/document/?6572,12 KB,72,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fsearch%2F%3Fshow100%26topicids%255B%255D%3D78,12 KB,68,text/html
https://www.c-span.org/video/standalone/?c4698095&noMax&nobookmark,7 KB,5,text/html
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fseriesid%5B%5D%3D5&sort=Newest&tagid%5B%5D=5132,35 KB,57,text/html
https://www.c-span.org/classroom/document/?3791,12 KB,69,text/html
https://www.c-span.org/classroom/document/?3715,12 KB,68,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fsearch%2F%3Ftopicids%5B%5D%3D59,12 KB,67,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fsearch%2F%3Ftopicids%5B%5D%3D76,12 KB,67,text/html
https://www.c-span.org/classroom/document/?3792,13 KB,72,text/html
https://www.c-span.org/classroom/document/?3671,12 KB,68,text/html
https://www.c-span.org/search/?query=african%2Bamerican&searchtype=Videos,72 KB,106,text/html
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fsearchtype%3DVideos%26seriesid%255B%255D%3D3%26sort%3DMost%252BRecent%252BAiring,35 KB,57,text/html
https://www.c-span.org/classroom/document/?6548,13 KB,74,text/html
https://www.c-span.org/classroom/document/?6395,14 KB,75,text/html
https://www.c-span.org/classroom/document/?4486,12 KB,69,text/html
https://www.c-span.org/classroom/document/?3441,12 KB,68,text/html
https://www.c-span.org/classroom/document/?3398,12 KB,68,text/html
https://www.c-span.org/classroom/document/?3685,12 KB,68,text/html
https://www.c-span.org/search/?query=free%2Bspeech&searchtype=Videos,72 KB,106,text/html
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fsearchtype%3DVideos%26seriesid%255B%255D%3D12%26sort%3DMost%252BRecent%252BAiring,35 KB,57,text/html
https://www.c-span.org/classroom/document/?3686,12 KB,68,text/html
https://www.c-span.org/search/?query=american%2Bpresidents&searchtype=Videos,72 KB,106,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7433,12 KB,67,text/html
https://www.c-span.org/classroom/document/?7095,13 KB,73,text/html
https://www.c-span.org/classroom/document/?3561,12 KB,68,text/html
https://www.c-span.org/classroom/search/?grade%5B%5D=4&show100,130 KB,261,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7398,12 KB,67,text/html
https://www.c-span.org/classroom/document/?7092,13 KB,74,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7628,12 KB,67,text/html
https://www.c-span.org/video/standalone/?c4682056&noMax&nobookmark,8 KB,5,text/html
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fseriesid%5B%5D%3D5&sort=Newest&tagid%5B%5D=23,35 KB,57,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7654,12 KB,67,text/html
https://www.c-span.org/classroom/document/?3814,12 KB,69,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7528,12 KB,67,text/html
https://www.c-span.org/classroom/document/?7093,13 KB,74,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F6969,12 KB,67,text/html
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fquery%3Dsteve%252Bbannon%26searchtype%3DVideos,35 KB,57,text/html
https://www.c-span.org/classroom/document/?4468,12 KB,69,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7586,12 KB,67,text/html
https://www.c-span.org/classroom/document/?7050,13 KB,74,text/html
https://www.c-span.org/search/?query=american%2Brevolution&searchtype=Videos,72 KB,105,text/html
https://www.c-span.org/classroom/document/?4228,12 KB,69,text/html
https://www.c-span.org/classroom/document/?6927,14 KB,76,text/html
https://www.c-span.org/classroom/document/?7051,12 KB,71,text/html
https://www.c-span.org/classroom/document/?4490,12 KB,70,text/html
https://www.c-span.org/search/?query=american%2Bpresidents%2B%2Bvignettes&searchtype=Videos,49 KB,58,text/html
https://www.c-span.org/classroom/document/?3497,12 KB,68,text/html
https://www.c-span.org/classroom/document/?3376,12 KB,71,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F6963,12 KB,67,text/html
https://www.c-span.org/video/standalone/?c4682049&noMax&nobookmark,8 KB,5,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7500,12 KB,67,text/html
https://www.c-span.org/classroom/document/?7211,13 KB,75,text/html
https://www.c-span.org/classroom/document/?3600,12 KB,68,text/html
https://www.c-span.org/classroom/document/?3609,12 KB,68,text/html
https://www.c-span.org/classroom/document/?6813,14 KB,75,text/html
https://www.c-span.org/classroom/document/?4221,12 KB,69,text/html
https://www.c-span.org/classroom/document/?3539,12 KB,68,text/html
https://www.c-span.org/video/standalone/?c4695591&noMax&nobookmark,7 KB,5,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F6964,12 KB,67,text/html
https://www.c-span.org/classroom/document/?3414,12 KB,68,text/html
https://www.c-span.org/classroom/document/?3495,12 KB,68,text/html
https://www.c-span.org/video/standalone/?c4682060&noMax&nobookmark,8 KB,5,text/html
https://www.c-span.org/search/?query=american%2Bartifacts&searchtype=Videos,72 KB,106,text/html
https://www.c-span.org/classroom/document/?3890,12 KB,69,text/html
https://www.c-span.org/classroom/document/?4238,12 KB,69,text/html
https://www.c-span.org/classroom/document/?7346,13 KB,75,text/html
https://www.c-span.org/classroom/document/?3666,12 KB,68,text/html
https://www.c-span.org/classroom/document/?6412,12 KB,72,text/html
https://www.c-span.org/classroom/document/?6587,14 KB,74,text/html
https://www.c-span.org/classroom/document/?3545,11 KB,68,text/html
https://www.c-span.org/classroom/document/?3981,12 KB,69,text/html
https://www.c-span.org/classroom/document/?6585,13 KB,75,text/html
https://www.c-span.org/classroom/document/?2530,12 KB,69,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fsearch%2F%3Fshow100%26topicids%255B%255D%3D57,12 KB,68,text/html
https://www.c-span.org/classroom/document/?3783,12 KB,69,text/html
https://www.c-span.org/classroom/document/?3781,12 KB,69,text/html
https://www.c-span.org/classroom/document/?7018,13 KB,75,text/html
https://www.c-span.org/classroom/document/?3638,12 KB,68,text/html
https://www.c-span.org/classroom/search/?grade%5B%5D=3&show100,130 KB,261,text/html
https://www.c-span.org/classroom/document/?6410,13 KB,73,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fsearch%2F%3Fgrade%255B%255D%3D3,12 KB,68,text/html
https://www.c-span.org/classroom/document/?7017,13 KB,74,text/html
https://www.c-span.org/classroom/document/?4293,12 KB,69,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7671,12 KB,67,text/html
https://www.c-span.org/classroom/document/?4232,12 KB,69,text/html
https://www.c-span.org/classroom/document/?7256,12 KB,72,text/html
https://www.c-span.org/search/?query=presidents&searchtype=Videos,72 KB,106,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fsearch%2F%3Fshow100%26topicids%255B%255D%3D56,12 KB,68,text/html
https://www.c-span.org/classroom/document/?7015,12 KB,74,text/html
https://www.c-span.org/video/standalone/?c4705867&noMax&nobookmark,7 KB,5,text/html
https://www.c-span.org/classroom/document/?3642,12 KB,68,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fsearch%2F%3Ftopicids%5B%5D%3D56,12 KB,67,text/html
https://www.c-span.org/classroom/document/?5785,12 KB,71,text/html
https://www.c-span.org/classroom/document/?3708,12 KB,68,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fregister%2FTGCAgreement%2F,12 KB,67,text/html
https://www.c-span.org/classroom/document/?7254,13 KB,74,text/html
https://www.c-span.org/classroom/document/?5784,12 KB,70,text/html
https://www.c-span.org/classroom/document/?6607,13 KB,76,text/html
https://www.c-span.org/classroom/document/?3910,12 KB,69,text/html
https://www.c-span.org/classroom/document/?6617,13 KB,74,text/html
https://www.c-span.org/video/standalone/?c4690779&noMax&nobookmark,7 KB,5,text/html
https://www.c-span.org/classroom/document/?6191,13 KB,72,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7401,12 KB,67,text/html
https://www.c-span.org/classroom/document/?4422,12 KB,69,text/html
https://www.c-span.org/classroom/document/?3916,12 KB,69,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F6961,12 KB,67,text/html
https://www.c-span.org/classroom/document/?7400,14 KB,75,text/html
https://www.c-span.org/classroom/document/?3489,12 KB,68,text/html
https://www.c-span.org/video/standalone/?c4713616&noMax&nobookmark,7 KB,5,text/html
https://www.c-span.org/video/standalone/?c4682052&noMax&nobookmark,8 KB,5,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7701,12 KB,67,text/html
https://www.c-span.org/classroom/document/?4336,12 KB,69,text/html
https://www.c-span.org/search/?query=american%2Bhistory&searchtype=Videos,72 KB,106,text/html
https://www.c-span.org/video/standalone/?c4679382&noMax&nobookmark,6 KB,5,text/html
https://www.c-span.org/classroom/document/?6294,13 KB,75,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7522,12 KB,67,text/html
https://www.c-span.org/classroom/document/?3486,12 KB,68,text/html
https://www.c-span.org/classroom/document/?7028,13 KB,76,text/html
https://www.c-span.org/classroom/document/?6177,13 KB,72,text/html
https://www.c-span.org/classroom/document/?3085,12 KB,71,text/html
https://www.c-span.org/video/standalone/?c4702294&noMax&nobookmark,7 KB,5,text/html
https://www.c-span.org/classroom/document/?4528,12 KB,69,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F6966,12 KB,67,text/html
https://www.c-span.org/classroom/document/?3094,12 KB,69,text/html
https://www.c-span.org/classroom/document/?3559,12 KB,68,text/html
https://www.c-span.org/search/?query=american%2Bhistorical%2Bassociation&searchtype=Videos,72 KB,105,text/html
https://www.c-span.org/classroom/document/?7391,14 KB,77,text/html
https://www.c-span.org/video/standalone/?c4682058&noMax&nobookmark,8 KB,5,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7640,12 KB,67,text/html
https://www.c-span.org/classroom/document/?3557,12 KB,68,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fsearch%2F%3Fshow100%26topicids%255B%255D%3D76,12 KB,68,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7523,12 KB,67,text/html
https://www.c-span.org/classroom/document/?3795,12 KB,69,text/html
https://www.c-span.org/classroom/document/?7415,13 KB,75,text/html
https://www.c-span.org/video/standalone/?c4682053&noMax&nobookmark,8 KB,5,text/html
https://www.c-span.org/classroom/document/?3553,12 KB,68,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F6960,12 KB,67,text/html
https://www.c-span.org/classroom/document/?7426,13 KB,75,text/html
https://www.c-span.org/classroom/document/?6009,12 KB,72,text/html
https://www.c-span.org/video/standalone/?c4679379&noMax&nobookmark,7 KB,5,text/html
https://www.c-span.org/classroom/document/?5818,12 KB,72,text/html
https://www.c-span.org/classroom/document/?6837,14 KB,76,text/html
https://www.c-span.org/classroom/document/?7424,13 KB,75,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7520,12 KB,67,text/html
https://www.c-span.org/classroom/document/?5825,12 KB,72,text/html
https://www.c-span.org/classroom/document/?7331,12 KB,72,text/html
https://www.c-span.org/video/standalone/?c4693592&noMax&nobookmark,7 KB,5,text/html
https://www.c-span.org/classroom/document/?5828,12 KB,72,text/html
https://www.c-span.org/classroom/document/?6547,14 KB,75,text/html
https://www.c-span.org/classroom/document/?5827,12 KB,72,text/html
https://www.c-span.org/classroom/document/?7252,13 KB,77,text/html
https://www.c-span.org/classroom/document/?6787,13 KB,76,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7444,12 KB,67,text/html
https://www.c-span.org/classroom/document/?6816,13 KB,75,text/html
https://www.c-span.org/classroom/document/?7250,13 KB,75,text/html
https://www.c-span.org/video/standalone/?c4682326&noMax&nobookmark,8 KB,5,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F6970,12 KB,67,text/html
https://www.c-span.org/video/standalone/?c4694046&noMax&nobookmark,6 KB,5,text/html
https://www.c-span.org/video/standalone/?c4682012&noMax&nobookmark,8 KB,5,text/html
https://www.c-span.org/classroom/document/?6525,13 KB,75,text/html
https://www.c-span.org/classroom/document/?6546,13 KB,75,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7468,12 KB,67,text/html
https://www.c-span.org/classroom/document/?5822,12 KB,72,text/html
https://www.c-span.org/video/standalone/?c4696301&noMax&nobookmark,7 KB,5,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7521,12 KB,67,text/html
https://www.c-span.org/classroom/document/?5821,12 KB,72,text/html
https://www.c-span.org/video/standalone/?c4682304&noMax&nobookmark,8 KB,5,text/html
https://www.c-span.org/classroom/document/?6762,13 KB,72,text/html
https://www.c-span.org/video/standalone/?c4699478&noMax&nobookmark,7 KB,5,text/html
https://www.c-span.org/classroom/document/?5824,12 KB,72,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fsearch%2F%3Fshow100%26topicids%255B%255D%3D59,12 KB,68,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fsearch%2F%3Fshow100%26topicids%255B%255D%3D75,12 KB,68,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F5829,12 KB,67,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7568,12 KB,67,text/html
https://www.c-span.org/classroom/document/?5823,12 KB,72,text/html
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fseriesid%5B%5D%3D5&sort=Newest&tagid%5B%5D=4246,35 KB,57,text/html
https://www.c-span.org/classroom/document/?7328,12 KB,72,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7345,12 KB,67,text/html
https://www.c-span.org/video/standalone/?c4682006&noMax&nobookmark,8 KB,5,text/html
https://www.c-span.org/classroom/document/?6554,14 KB,75,text/html
https://www.c-span.org/video/standalone/?c4689767&noMax&nobookmark,7 KB,5,text/html
https://www.c-span.org/classroom/document/?5820,13 KB,72,text/html
https://www.c-span.org/classroom/document/?7329,12 KB,72,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F6949,12 KB,67,text/html
https://www.c-span.org/video/standalone/?c4701809&noMax&nobookmark,7 KB,5,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7624,12 KB,67,text/html
https://www.c-span.org/classroom/document/?6537,14 KB,76,text/html
https://www.c-span.org/classroom/document/?6553,13 KB,74,text/html
https://www.c-span.org/classroom/document/?6944,13 KB,76,text/html
https://www.c-span.org/video/standalone/?c4682054&noMax&nobookmark,8 KB,5,text/html
https://www.c-span.org/classroom/document/?7099,12 KB,73,text/html
https://www.c-span.org/classroom/document/?6535,13 KB,72,text/html
https://www.c-span.org/classroom/document/?7489,12 KB,72,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7627,12 KB,67,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F6959,12 KB,67,text/html
https://www.c-span.org/video/standalone/?c4701400&noMax&nobookmark,6 KB,5,text/html
https://www.c-span.org/classroom/document/?7096,12 KB,73,text/html
https://www.c-span.org/video/standalone/?c4701813&noMax&nobookmark,6 KB,5,text/html
https://www.c-span.org/classroom/document/?7330,12 KB,72,text/html
https://www.c-span.org/video/standalone/?c4699464&noMax&nobookmark,7 KB,5,text/html
https://www.c-span.org/classroom/document/?7488,12 KB,72,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7622,12 KB,67,text/html
https://www.c-span.org/classroom/document/?7097,12 KB,73,text/html
https://www.c-span.org/classroom/document/?7132,12 KB,71,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7569,12 KB,67,text/html
https://www.c-span.org/video/standalone/?c4688264&noMax&nobookmark,7 KB,5,text/html
https://www.c-span.org/classroom/document/?6652,13 KB,76,text/html
https://www.c-span.org/classroom/document/?7094,12 KB,73,text/html
https://www.c-span.org/video/standalone/?c4699403&noMax&nobookmark,7 KB,5,text/html
https://www.c-span.org/classroom/document/?7492,12 KB,72,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7289,12 KB,67,text/html
https://www.c-span.org/classroom/document/?7102,12 KB,71,text/html
https://www.c-span.org/classroom/document/?7189,13 KB,74,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7567,12 KB,67,text/html
https://www.c-span.org/classroom/document/?6771,13 KB,75,text/html
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fseriesid%5B%5D%3D5&sort=Newest&tagid%5B%5D=165,35 KB,57,text/html
https://www.c-span.org/video/standalone/?c4682014&noMax&nobookmark,8 KB,5,text/html
https://www.c-span.org/classroom/document/?7490,12 KB,72,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F6956,12 KB,67,text/html
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7625,12 KB,67,text/html
https://www.c-span.org/classroom/document/?7491,12 KB,72,text/html
https://www.c-span.org/video/standalone/?c4701810&noMax&nobookmark,6 KB,5,text/html
