url,httpStatusCode
https://www.c-span.org/search/?cspan_created%5b%5d=0&edate&sdate&searchtype=clips&sort=newest,200
https://www.c-span.org/classroom/search/?topicids%5b%5d=73,200
https://www.c-span.org/search/?query=washington%2bjournal&searchtype=all,200
https://www.c-span.org/classroom/search/?topicids%5b%5d=46,200
https://www.c-span.org/video/?438632-1%2fmax-boot-discusses-the-road-taken,301
https://www.c-span.org/video/?439316-1%2floaded,301
https://www.c-span.org/video/?440008-1%2fafter-words-ira-shapiro,301
https://www.c-span.org/video/?440485-1%2fwhy-eat-eat,301
https://www.c-span.org/search/?edate=02%2f20%2f2018&featured%5b%5d=1&sdate=02%2f01%2f2017&searchtype=clips&sort=newest,200
https://www.c-span.org/video/?435340-1%2fafter-words-scott-kelly,301
https://www.c-span.org/video/?438500-1%2fblood-profits,301
https://www.c-span.org/video/?c4713698%2fprueba,301
https://www.c-span.org/search/?searchtype=clips&seriesid%5b%5d=5&sort=trending,200
https://www.c-span.org/classroom/search/?topicids%5b%5d=71,200
https://www.c-span.org/search/?seriesid%5b%5d=5&sort=newest&tagid%5b%5d=155,200
https://www.c-span.org/about/privacy/,200
https://www.c-span.org/search/?sort=newest&tagid%5b%5d=1069,200
https://www.c-span.org/classroom/document/?7725,200
https://www.c-span.org/video/?441435-1%2fpresident-trump-orders-steps-ban-bump-stocks,301
https://www.c-span.org/search/?searchtype=videos&seriesid%5b%5d=5&sort=most%2brecent%2bairing,200
https://www.c-span.org/special/?camerasinthecourt,200
https://www.c-span.org/classroom/document/?7722,200
https://www.c-span.org/series/?communicators,200
https://www.c-span.org/classroom/document/?7689,200
https://www.c-span.org/classroom/document/?7638,307
https://www.c-span.org/search/?query=after%2bwords&searchtype=videos,200
https://www.c-span.org/classroom/document/?7513,307
https://www.c-span.org/search/?seriesid%5b%5d=5&sort=newest&tagid%5b%5d=154,200
https://www.c-span.org/video/?6780-1%2fcspan-tenth-anniversary-retrospective&end=9250&start=8889,301
https://www.c-span.org/classroom/document/?7720,200
https://www.c-span.org/classroom/about/,200
https://www.c-span.org/video/?441439-6%2fwashington-journal-oklahoma-governor-mary-fallin-discusses-key-public-policy-issues,301
https://www.c-span.org/classroom/login/?redir=%2fclassroom%2f,200
https://www.c-span.org/video/?441167-1%2fafter-words-tara-westover,301
https://www.c-span.org/classroom/search/?topicids%5b%5d=55,200
https://www.c-span.org/myc-span/login/?redir=%2fseries%2f%3fbooktv,200
https://www.c-span.org/classroom/document/?7525,307
https://www.c-span.org/search/?searchtype=videos&seriesid%5b%5d=13&sort=most%2brecent%2bairing,200
https://www.c-span.org/video/?439979-1%2frobert-harris-discusses-1938-chamberlain-hitler-munich-summit,301
https://www.c-span.org/search/?query=landmark%2bcases&searchtype=all,200
https://www.c-span.org/classroom/document/?7487,307
https://www.c-span.org/video/?437981-2%2fthe-heart-constitution,301
https://www.c-span.org/search/?seriesid%5b%5d=5&sort=newest&tagid%5b%5d=156,200
https://www.c-span.org/search/?sort=newest&tagid%5b%5d=5709,200
https://www.c-span.org/series/?studentsandleaders,200
https://www.c-span.org/series/?citiestour,200
https://www.c-span.org/video/?440767-1%2fthe-gambler,301
https://www.c-span.org/podcasts/,200
https://www.c-span.org/classroom/search/?topicids%5b%5d=52,200
https://www.c-span.org/about/videolibrary/,200
https://www.c-span.org/video/?436808-2%2funiversity-presses,301
https://www.c-span.org/video/?441439-4%2fwashington-journal-michael-bellaman-discusses-rebuilding-nations-infrastructure,301
https://www.c-span.org/video/?c4714930%2ftest,301
https://www.c-span.org/video/?441244-3%2fwashington-journal-douglas-brinkley-discusses-president-trumps-influence-presidency,301
https://www.c-span.org/video/?441329-1%2fmahmoud-abbas-calls-us-embassy-move-jerusalem-unlawful,301
https://www.c-span.org/video/?436636-1%2f2017-biographers-international-organization-editorial-excellence-award,301
https://www.c-span.org/video/?c4714884%2fdiplomatic-goals-north-korea-2018-oiympics,301
https://www.c-span.org/video/?441245-5%2fwashington-journal-news-headlines-viewer-calls,301
https://www.c-span.org/video/?438504-1%2ftroublemakers,301
https://www.c-span.org/networks/?channel=radio,200
https://www.c-span.org/video/?c4714481%2fcitizens-united-kim-barker,301
https://www.c-span.org/video/?439535-10%2fblood-brothers,301
https://www.c-span.org/video/?437440-2%2f8-seconds-courage,301
https://www.c-span.org/video/?c4715361%2fwhite-house-clear-russia-meddled-election,301
https://www.c-span.org/video/?441367-2%2fsenator-lankford-russia-investigation,301
https://www.c-span.org/classroom/login/?redir=classroom%2fdocument%2f%3f7694,200
https://www.c-span.org/video/?440480-1%2fthe-wizard-prophet,301
https://www.c-span.org/video/?441244-4%2fwashington-journal-craig-shirley-discusses-ronald-reagans-influence-presidency,301
https://www.c-span.org/about/leadership/,200
https://www.c-span.org/video/?441280-1%2fsenate-holds-pro-forma-session,301
https://www.c-span.org/myc-span/login/?follow=tag%2f5709,200
https://www.c-span.org/search/?seriesid%5b%5d=5&sort=newest&tagid%5b%5d=190,200
https://www.c-span.org/video/?439847-1%2fsupreme-court-landmark-case-mcculloch-v-maryland,301
https://www.c-span.org/video/?62484-1,301
https://www.c-span.org/classroom/search/?topicids%5b%5d=53,200
https://www.c-span.org/video/?439649-1%2finside-camp-david,301
https://www.c-span.org/classroom/onthisday/,200
https://www.c-span.org/video/?441439-3%2fwashington-journal-jake-sullivan-discusses-us-foreign-relations-trump-administration,301
https://www.c-span.org/landmarkcases,302
https://www.c-span.org/video/?440798-4%2fwashington-journal-mississippi-attorney-general-jim-hood-d-discusses-key-public-policy-issues,301
https://www.c-span.org/myc-span/login/?redir=%2fseries%2f%3fwashingtonjournal,200
https://www.c-span.org/video/?440833-1%2f2018-pen-america-literary-awards,301
https://www.c-span.org/search/?searchtype=clips&seriesid%5b%5d=13&sort=trending,200
https://www.c-span.org/myc-span/login/?follow=tag%2f1069,200
https://www.c-span.org/schedule/,200
https://www.c-span.org/search/?seriesid%5b%5d=5&sort=newest&tagid%5b%5d=471,200
https://www.c-span.org/video/?438587-9%2fauthor-discussion-political-candidates-elections,301
https://www.c-span.org/video/?437708-2%2fthe-friendly-orange-glow,301
https://www.c-span.org/video/?440816-1%2fbritish-prime-minister-theresa-fields-questions-parliament,301
https://www.c-span.org/video/?439572-1%2fapril-ryan-moderates-forum-race-america,301
https://www.c-span.org/search/?searchtype=videos&seriesid%5b%5d=75&sort=most%2brecent%2bairing,200
https://www.c-span.org/classroom/search/?topicids%5b%5d=50,200
https://www.c-span.org/search/?seriesid%5b%5d=5&sort=newest&tagid%5b%5d=860,200
https://www.c-span.org/video/?438587-5%2fauthor-discussion-politics,301
https://www.c-span.org/video/?440181-2%2famerican-pravda-book-party,301
https://www.c-span.org/congress/?chamber=senate,200
https://www.c-span.org/event/?440146%2foral-histories-katherine-westmoreland-west-point-interview,200
https://www.c-span.org/congress/bills/bill/?115%2fhr4533,200
https://www.c-span.org/search/?searchtype=videos&seriesid%5b%5d=70&sort=most%2brecent%2bairing,200
https://www.c-span.org/myc-span/login/?redir=%2fseries%2f%3fprimeministerque,200
https://www.c-span.org/congress/?chamber=house,200
https://www.c-span.org/video/?438784-1%2fprime-minister-fields-questions-parliament,301
https://www.c-span.org/classroom/search/?topicids%5b%5d=51,200
https://www.c-span.org/video/?440189-1%2fquestion-time,301
https://www.c-span.org/video/?437940-1%2fthe-100-days,301
https://www.c-span.org/video/?440472-1%2fdavid-lidington-fields-questions-parliament,301
https://www.c-span.org/video/?439851-1%2fquestion-time,301
https://www.c-span.org/video/?441233-1%2fhouse-intel-committee-contempt-proceedings-steve-bannon,301
https://www.c-span.org/video/?438801-1%2fprime-minister-appears-liaison-committee,301
https://www.c-span.org/congress/bills/bill/?115%2fhr1725,200
https://www.c-span.org/video/?439488-1%2fquestion-time,301
https://www.c-span.org/video/?441233-3%2fnews-conference-representative-schiff,301
https://www.c-span.org/video/?438507-1%2fquestion-time,301
https://www.c-span.org/series/print/?date=2018-02-20%2018%3a15%3a55&series=5,200
https://www.c-span.org/classroom/document/?7618,307
https://www.c-span.org/congress/members/?chamber=house,200
https://www.c-span.org/search/?searchtype=clips&seriesid%5b%5d=70&sort=trending,200
https://www.c-span.org/myc-span/login/?redir=%2fseries%2f%3fqa,200
https://www.c-span.org/congress/bills/?chamber=house,200
https://www.c-span.org/person/?davidmcmullin,200
https://www.c-span.org/video/?438596-1%2fdesigning-reality,301
https://www.c-span.org/classroom/document/?7699,200
https://www.c-span.org/video/?438874-2%2fqa-caitriona-perry,301
https://www.c-span.org/search/?formatid%5b%5d=9&query&searchtype=videos,200
https://www.c-span.org/person/?georgepataki,200
https://www.c-span.org/video/?440280-1%2fqa-michael-fabey,301
https://www.c-span.org/search/?seriesid%5b%5d=5&sort=newest&tagid%5b%5d=853,200
https://www.c-span.org/classroom/document/?7694,307
https://www.c-span.org/video/?440682-1%2fgeorge-masons-gunston-hall,301
